4su_labelling,Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Method,Molecule,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study
60min 4sU,SRR8723917,RNA-Seq,302,725926158,PRJNA526921,SAMN11120418,292051153,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5517124,GSM3669681,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669681,K562,SRP188374
60min 4sU,SRR8723918,RNA-Seq,302,807579408,PRJNA526921,SAMN11120417,324759048,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5517125,GSM3669682,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669682,K562,SRP188374
60min 4sU,SRR8723919,RNA-Seq,302,899700582,PRJNA526921,SAMN11120416,360779096,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5517126,GSM3669683,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669683,K562,SRP188374
60min 4sU,SRR8723920,RNA-Seq,302,1028918832,PRJNA526921,SAMN11120415,411977710,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5517127,GSM3669684,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669684,K562,SRP188374
60min 4sU,SRR8723921,RNA-Seq,302,21948152,PRJNA526921,SAMN11120414,8583254,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5517128,GSM3669685,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669685,K562,SRP188374
no 4sU labelling,SRR8723922,RNA-Seq,302,811762410,PRJNA526921,SAMN11120413,326863229,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5517129,GSM3669686,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669686,K562,SRP188374
60min 4sU,SRR8723923,RNA-Seq,302,874583846,PRJNA526921,SAMN11120412,350934206,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX5517130,GSM3669687,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669687,K562,SRP188374
Negative control,SRR8723924,RNA-Seq,302,308254722,PRJNA526921,SAMN11120356,120944742,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5517131,GSM3669688,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669688,Negative control,SRP188374
60min 4sU,SRR8723925,RNA-Seq,302,882548794,PRJNA526921,SAMN11120355,354981202,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX5517132,GSM3669689,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669689,K562,SRP188374
Negative control,SRR8723926,RNA-Seq,302,490901302,PRJNA526921,SAMN11120354,193951687,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5517133,GSM3669690,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669690,Negative control,SRP188374
no 4sU labelling,SRR8723927,RNA-Seq,302,808640938,PRJNA526921,SAMN11120353,324292235,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5517134,GSM3669691,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669691,K562,SRP188374
60min 4sU,SRR8723928,RNA-Seq,302,28163614,PRJNA526921,SAMN11120352,11124442,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX5517135,GSM3669692,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669692,K562,SRP188374
60min 4sU,SRR8723929,RNA-Seq,302,593802366,PRJNA526921,SAMN11120351,244564956,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5517136,GSM3669693,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669693,K562,SRP188374
60min 4sU,SRR8723930,RNA-Seq,302,384007496,PRJNA526921,SAMN11120350,153495919,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5517137,GSM3669694,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669694,K562,SRP188374
60min 4sU,SRR8723931,RNA-Seq,302,764166304,PRJNA526921,SAMN11120349,304843491,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5517138,GSM3669695,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669695,K562,SRP188374
60min 4sU,SRR8723932,RNA-Seq,302,759944042,PRJNA526921,SAMN11120348,303601439,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5517139,GSM3669696,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669696,K562,SRP188374
60min 4sU,SRR8723933,RNA-Seq,302,892171722,PRJNA526921,SAMN11120347,359910566,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5517140,GSM3669697,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669697,K562,SRP188374
no 4sU labelling,SRR8723934,RNA-Seq,302,294446980,PRJNA526921,SAMN11120346,117681208,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX5517141,GSM3669698,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669698,K562,SRP188374
60min 4sU,SRR8723935,RNA-Seq,302,603931446,PRJNA526921,SAMN11120402,242627457,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5517142,GSM3669699,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669699,K562,SRP188374
60min 4sU,SRR8723936,RNA-Seq,302,276906820,PRJNA526921,SAMN11120401,110979399,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX5517143,GSM3669700,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669700,K562,SRP188374
60min 4sU,SRR8723937,RNA-Seq,302,1750694,PRJNA526921,SAMN11120400,791408,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX5517144,GSM3669701,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669701,K562,SRP188374
no 4sU labelling,SRR8723938,RNA-Seq,302,331012234,PRJNA526921,SAMN11120399,136738218,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX5517145,GSM3669702,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669702,K562,SRP188374
no 4sU labelling,SRR8723939,RNA-Seq,302,793790390,PRJNA526921,SAMN11120398,317778295,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX5517146,GSM3669703,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669703,K562,SRP188374
60min 4sU,SRR8723940,RNA-Seq,302,862384254,PRJNA526921,SAMN11120397,346977713,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX5517147,GSM3669704,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669704,K562,SRP188374
60min 4sU,SRR8723941,RNA-Seq,302,723220540,PRJNA526921,SAMN11120396,298332637,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX5517148,GSM3669705,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669705,K562,SRP188374
60min 4sU,SRR8723942,RNA-Seq,302,866290322,PRJNA526921,SAMN11120395,347494699,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX5517149,GSM3669706,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669706,K562,SRP188374
60min 4sU,SRR8723943,RNA-Seq,302,824787670,PRJNA526921,SAMN11120394,331601423,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5517150,GSM3669707,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669707,K562,SRP188374
60min 4sU,SRR8723944,RNA-Seq,302,833402824,PRJNA526921,SAMN11120393,334172491,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX5517151,GSM3669708,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669708,K562,SRP188374
60min 4sU,SRR8723945,RNA-Seq,302,938935818,PRJNA526921,SAMN11120392,376495636,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5517152,GSM3669709,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669709,K562,SRP188374
no 4sU labelling,SRR8723946,RNA-Seq,302,42453046,PRJNA526921,SAMN11120391,16680737,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5517153,GSM3669710,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669710,K562,SRP188374
60min 4sU,SRR8723947,RNA-Seq,302,648216424,PRJNA526921,SAMN11120390,256109718,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX5517154,GSM3669711,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669711,K562,SRP188374
60min 4sU,SRR8723948,RNA-Seq,302,662041984,PRJNA526921,SAMN11120389,262099987,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX5517155,GSM3669712,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669712,K562,SRP188374
60min 4sU,SRR8723949,RNA-Seq,302,669501384,PRJNA526921,SAMN11120388,272935776,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5517156,GSM3669713,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669713,K562,SRP188374
no 4sU labelling,SRR8723950,RNA-Seq,302,885759356,PRJNA526921,SAMN11120387,353273501,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5517157,GSM3669714,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669714,K562,SRP188374
no 4sU labelling,SRR8723951,RNA-Seq,302,959282464,PRJNA526921,SAMN11120386,383176242,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5517158,GSM3669715,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669715,K562,SRP188374
60min 4sU,SRR8723952,RNA-Seq,302,93016,PRJNA526921,SAMN11120385,120340,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5517159,GSM3669716,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669716,K562,SRP188374
60min 4sU,SRR8723953,RNA-Seq,302,879028078,PRJNA526921,SAMN11120384,345315439,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5517160,GSM3669717,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669717,K562,SRP188374
60min 4sU,SRR8723954,RNA-Seq,302,676539796,PRJNA526921,SAMN11120331,271403210,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5517161,GSM3669718,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669718,K562,SRP188374
60min 4sU,SRR8723955,RNA-Seq,302,981995884,PRJNA526921,SAMN11120330,391239861,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX5517162,GSM3669719,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669719,K562,SRP188374
60min 4sU,SRR8723956,RNA-Seq,302,2736724,PRJNA526921,SAMN11120329,1154176,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX5517163,GSM3669720,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669720,K562,SRP188374
60min 4sU,SRR8723957,RNA-Seq,302,39673136,PRJNA526921,SAMN11120328,15837392,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5517164,GSM3669721,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669721,K562,SRP188374
no 4sU labelling,SRR8723958,RNA-Seq,302,792533164,PRJNA526921,SAMN11120327,318837940,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX5517165,GSM3669722,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669722,K562,SRP188374
60min 4sU,SRR8723959,RNA-Seq,302,640603306,PRJNA526921,SAMN11120326,254405637,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5517166,GSM3669723,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669723,K562,SRP188374
60min 4sU,SRR8723960,RNA-Seq,302,758067112,PRJNA526921,SAMN11120325,300848252,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX5517167,GSM3669724,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669724,K562,SRP188374
60min 4sU,SRR8723961,RNA-Seq,302,893819132,PRJNA526921,SAMN11120324,356432224,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX5517168,GSM3669725,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669725,K562,SRP188374
no 4sU labelling,SRR8723962,RNA-Seq,302,891606076,PRJNA526921,SAMN11120323,356720896,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5517169,GSM3669726,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669726,K562,SRP188374
no 4sU labelling,SRR8723963,RNA-Seq,302,785263118,PRJNA526921,SAMN11120322,313579038,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5517170,GSM3669727,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669727,K562,SRP188374
60min 4sU,SRR8723964,RNA-Seq,302,192636438,PRJNA526921,SAMN11120321,76403442,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5517171,GSM3669728,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669728,K562,SRP188374
60min 4sU,SRR8723965,RNA-Seq,302,988359024,PRJNA526921,SAMN11120320,389821439,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5517172,GSM3669729,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669729,K562,SRP188374
60min 4sU,SRR8723966,RNA-Seq,302,657506548,PRJNA526921,SAMN11120319,262047837,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX5517173,GSM3669730,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669730,K562,SRP188374
60min 4sU,SRR8723967,RNA-Seq,302,826868450,PRJNA526921,SAMN11120373,326933335,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX5517174,GSM3669731,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669731,K562,SRP188374
60min 4sU,SRR8723968,RNA-Seq,302,602960516,PRJNA526921,SAMN11120372,242608885,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5517175,GSM3669732,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669732,K562,SRP188374
60min 4sU,SRR8723969,RNA-Seq,302,88128432,PRJNA526921,SAMN11120371,34736188,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5517176,GSM3669733,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669733,K562,SRP188374
no 4sU labelling,SRR8723970,RNA-Seq,302,833854314,PRJNA526921,SAMN11120370,332618788,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5517177,GSM3669734,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669734,K562,SRP188374
60min 4sU,SRR8723971,RNA-Seq,302,707155046,PRJNA526921,SAMN11120369,280393274,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX5517178,GSM3669735,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669735,K562,SRP188374
60min 4sU,SRR8723972,RNA-Seq,302,813771314,PRJNA526921,SAMN11120368,322608376,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5517179,GSM3669736,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669736,K562,SRP188374
60min 4sU,SRR8723973,RNA-Seq,302,902990268,PRJNA526921,SAMN11120367,357458748,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX5517180,GSM3669737,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669737,K562,SRP188374
no 4sU labelling,SRR8723974,RNA-Seq,302,835042382,PRJNA526921,SAMN11120366,335350984,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX5517181,GSM3669738,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669738,K562,SRP188374
no 4sU labelling,SRR8723975,RNA-Seq,302,825657430,PRJNA526921,SAMN11120365,328436390,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5517182,GSM3669739,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669739,K562,SRP188374
60min 4sU,SRR8723976,RNA-Seq,302,896666992,PRJNA526921,SAMN11120364,360583971,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX5517183,GSM3669740,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669740,K562,SRP188374
60min 4sU,SRR8723977,RNA-Seq,302,891205020,PRJNA526921,SAMN11120363,353339120,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX5517184,GSM3669741,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669741,K562,SRP188374
60min 4sU,SRR8723978,RNA-Seq,302,528228804,PRJNA526921,SAMN11120362,211526819,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5517185,GSM3669742,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669742,K562,SRP188374
60min 4sU,SRR8723979,RNA-Seq,302,1032539510,PRJNA526921,SAMN11120361,410465680,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5517186,GSM3669743,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669743,K562,SRP188374
60min 4sU,SRR8723980,RNA-Seq,302,692336208,PRJNA526921,SAMN11120360,278775613,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX5517187,GSM3669744,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669744,K562,SRP188374
60min 4sU,SRR8723981,RNA-Seq,302,419762182,PRJNA526921,SAMN11120359,165216016,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5517188,GSM3669745,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669745,K562,SRP188374
no 4sU labelling,SRR8723982,RNA-Seq,302,813788830,PRJNA526921,SAMN11120358,325824551,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5517189,GSM3669746,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669746,K562,SRP188374
60min 4sU,SRR8723983,RNA-Seq,302,599464262,PRJNA526921,SAMN11120357,237340958,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5517190,GSM3669747,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669747,K562,SRP188374
60min 4sU,SRR8723984,RNA-Seq,302,799252966,PRJNA526921,SAMN11120299,316598192,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX5517191,GSM3669748,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669748,K562,SRP188374
